model,label name,F1,ROC AUC,precision,recall,accuracy,F1 macro,F1 micro,F1 weighted,ROC AUC macro,precision macro,recall macro,F1 - label,ROC AUC - label,precision - label,recall - label,accuracy - label,batch_size,weight_decay,learning_rate,num_epochs,class_weight
climate_threat,Other,,,,,,,,,,,,0.0,0.449367354152179,0.0,0.0,0.9676321940994889,16,0.0,1e-05,2,-1
climate_threat_simplified,,,,,,,0.6699693061387798,0.7047482422117138,0.6935008788526821,0.935653057656196,0.7043795611890241,0.7181204329755054,,,,,,16,0.0,5e-05,3,-1
climate_threat_simplified,climate_threat.Temperature,,,,,,,,,,,,0.6349206349206349,0.9955236486486486,0.5499999999999999,0.8666666666666667,0.9744957582385947,16,0.0,5e-05,3,-1
climate_threat_simplified,climate_threat.SLR,,,,,,,,,,,,0.8167380476507725,0.9597313693016433,0.7274083546462062,0.9343434343434344,0.8897351151484608,16,0.0,5e-05,3,-1
climate_threat_simplified,climate_threat.Extreme_weather,,,,,,,,,,,,0.675978509951793,0.9205161474946116,0.6169772256728778,0.7539328626285148,0.8753834244908614,16,0.0,5e-05,4,-1
climate_threat_simplified,climate_threat.General_CC,,,,,,,,,,,,0.6409196626505053,0.8757302699464575,0.8480023588382721,0.5256410256410255,0.8585787929704668,32,0.0,5e-05,4,-1
ecosystem_type,,,,,,,0.5838654174438488,0.62003762003762,0.5203783281561517,0.9408986718251486,0.6114197530864198,0.6415812582479249,,,,,,16,0.0,5e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 52.375, 4: 31.846153846153847, 5: 10.236842105263158}"
ecosystem_type,Salt_marsh,,,,,,,,,,,,0.375,0.956371391838078,0.5185185185185185,0.34920634920634924,0.9549154488223062,16,0.0,5e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 52.375, 4: 31.846153846153847, 5: 10.236842105263158}"
ecosystem_type,Mangrove,,,,,,,,,,,,0.9388781153487037,0.9823634199221054,0.9743589743589745,0.9070189070189071,0.9904447532403529,16,0.0,5e-05,4,-1
ecosystem_type,Coral_reef,,,,,,,,,,,,0.8564102564102564,0.9962098784016593,0.9444444444444445,0.7936507936507936,0.9909577866234214,16,0.0,5e-05,2,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 52.375, 4: 31.846153846153847, 5: 10.236842105263158}"
ecosystem_type,Macroalgae,,,,,,,,,,,,0.5808080808080808,0.9865148079433794,0.5111111111111111,0.9444444444444445,0.9830681557181787,16,0.0,5e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 52.375, 4: 31.846153846153847, 5: 10.236842105263158}"
ecosystem_type,Seagrass,,,,,,,,,,,,0.832010582010582,0.9994791666666667,0.9166666666666666,0.8000000000000002,0.9904447532403529,16,0.0,5e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 52.375, 4: 31.846153846153847, 5: 10.236842105263158}"
ecosystem_type,Other,,,,,,,,,,,,0.31490015360983103,0.7819704768531491,0.34848484848484845,0.2954248366013072,0.9109991638810557,16,0.0,5e-05,4,-1
ecosystem_type_simplified,,,,,,,0.9098933020501647,0.9180797522260936,0.9179438157029193,0.9862561839396363,0.9173789173789174,0.9150380483713816,,,,,,16,0.0,5e-05,3,-1
ecosystem_type_simplified,ecosystem_type.Mangrove,,,,,,,,,,,,0.9388781153487037,0.992529848867877,0.9743589743589745,0.9070189070189071,0.9904447532403529,16,0.0,5e-05,3,-1
ecosystem_type_simplified,ecosystem_type.Coral_reef,,,,,,,,,,,,0.8754578754578755,0.9927459146637229,0.8611111111111112,0.9047619047619048,0.9909577866234214,16,0.0,1e-05,4,"{0: 11.93939393939394, 1: 29.5, 2: 31.846153846153847}"
ecosystem_type_simplified,ecosystem_type.Seagrass,,,,,,,,,,,,0.9523809523809524,0.9992592592592593,0.9166666666666666,1.0,0.9978213507625272,16,0.0,5e-05,2,"{0: 11.93939393939394, 1: 29.5, 2: 31.846153846153847}"
ecosystem_type_simplified2,,,,,,,0.8153154715654716,0.8442509272697952,0.8333863502018263,0.992981361540783,0.9367063492063492,0.7588975838975839,,,,,,16,0.0,5e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 31.846153846153847}"
ecosystem_type_simplified2,ecosystem_type.Salt_marsh,,,,,,,,,,,,0.7303807303807304,0.9830139947830329,0.9333333333333332,0.6164021164021164,0.9763900085354535,16,0.0,5e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 31.846153846153847}"
ecosystem_type_simplified2,ecosystem_type.Mangrove,,,,,,,,,,,,0.9511858076563958,0.993262041384107,1.0,0.9070189070189071,0.9929510189045133,16,0.0,5e-05,3,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 31.846153846153847}"
ecosystem_type_simplified2,ecosystem_type.Coral_reef,,,,,,,,,,,,0.8857142857142857,0.9930720725241273,0.9523809523809524,0.8412698412698413,0.9931364358608942,16,0.0,1e-05,4,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 31.846153846153847}"
ecosystem_type_simplified2,ecosystem_type.Seagrass,,,,,,,,,,,,0.869047619047619,0.9945717592592592,0.9166666666666666,0.8666666666666667,0.9928088194342064,16,0.0,5e-05,3,"{0: 18.40909090909091, 1: 11.93939393939394, 2: 29.5, 3: 31.846153846153847}"
impact_ncp_nested,,,,,,,0.5667833978178806,0.7700710622542143,0.6896958513198781,0.7640540394195364,0.5255936558568137,0.6210826210826211,,,,,,16,0.0,5e-05,4,-1
impact_ncp_nested,impact_ncp.Regulating,,,,,,,,,,,,0.8203065134099616,0.859508547008547,0.7702020202020202,0.8817663817663819,0.7866479925303455,16,0.0,5e-05,4,-1
impact_ncp_nested,impact_ncp.Material,,,,,,,,,,,,0.88004368004368,0.9267568850902185,0.8065789473684211,0.9814814814814815,0.8080065359477123,16,0.0,5e-05,4,-1
impact_ncp_nested,impact_ncp.Nonmaterial,,,,,,,,,,,,0.0,0.633211500974659,0.0,0.0,0.674719887955182,16,0.0,1e-05,2,-1
m_co2_ocean_storage,,,,,,,0.5826419826419826,0.6814087722802061,0.6707512897512897,0.9689750211335738,0.6403578390420496,0.5685361552028219,,,,,,16,0.0,5e-05,4,-1
m_co2_ocean_storage,Inorganic,,,,,,,,,,,,0.5497835497835498,0.9741095316667931,0.48717948717948717,0.6547619047619048,0.9538186308491294,16,0.0,5e-05,4,"{0: 21.473684210526315, 1: 5.777777777777778, 2: 24.11764705882353}"
m_co2_ocean_storage,Organic,,,,,,,,,,,,0.7952257693413861,0.9619163090936466,0.7574074074074074,0.8529629629629629,0.9330857389615047,16,0.0,5e-05,3,-1
m_co2_ocean_storage,Deep_sediments,,,,,,,,,,,,0.45384615384615384,0.9789502818035426,0.48214285714285715,0.45925925925925926,0.9579347478695347,16,0.0,5e-05,4,-1
m_co2_removal,,,,,,,0.25971193415637855,0.6684924982138605,0.6106896064638245,-1.0,0.254979769685652,0.3004807692307692,,,,,,16,0.0,5e-05,4,-1
m_co2_removal,Bioenergy,,,,,,,,,,,,0.6666666666666666,0.9976190476190476,0.6666666666666666,0.6666666666666666,0.9976359338061466,16,0.0,5e-05,4,-1
m_co2_removal,Openocean_PP,,,,,,,,,,,,0.3333333333333333,0.31578947368421056,0.3333333333333333,0.3333333333333333,0.9865572706624021,32,0.0,5e-05,4,"{0: 84.4, 1: 212.5, 2: 105.75, 3: 212.5, 4: 212.5, 5: 8.488888888888889}"
m_co2_removal,Macroalgae_kelp_cultivation,,,,,,,,,,,,0.2222222222222222,0.29819860809194015,0.3333333333333333,0.16666666666666666,0.9931364358608942,16,0.0,5e-05,3,"{0: 84.4, 1: 212.5, 2: 105.75, 3: 212.5, 4: 212.5, 5: 8.488888888888889}"
m_co2_removal,Microalgae_cultivation,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9976359338061466,16,0.0,5e-05,4,"{0: 84.4, 1: 212.5, 2: 105.75, 3: 212.5, 4: 212.5, 5: 8.488888888888889}"
m_co2_removal,Weathering_and_alkinalization,,,,,,,,,,,,0.26666666666666666,-0.3358778625954198,0.2222222222222222,0.3333333333333333,0.9676879585976484,16,0.0,5e-05,3,"{0: 84.4, 1: 212.5, 2: 105.75, 3: 212.5, 4: 212.5, 5: 8.488888888888889}"
m_co2_removal,Coastal_blue_carbon_ecosystems,,,,,,,,,,,,0.7249382716049383,0.9881865680953273,0.7521008403361344,0.8028846153846154,0.9296649355275269,16,0.0,5e-05,4,-1
marine_system,,,,,,,0.704494785636466,0.7730862976080758,0.767508979027284,0.8967088809924745,0.7096280068736762,0.7233078839072992,,,,,,32,0.0,5e-05,4,"{0: 1.7548387096774194, 1: 1.103448275862069, 2: 7.54}"
marine_system,land,,,,,,,,,,,,0.8589663072243946,0.9451428382800932,0.8033369520264682,0.9228835978835979,0.8907486349025114,16,0.0,5e-05,3,"{0: 1.7548387096774194, 1: 1.103448275862069, 2: 7.54}"
marine_system,coastal ocean,,,,,,,,,,,,0.7778704275165347,0.8660258848712008,0.7572750740120822,0.806878306878307,0.780798819465574,32,0.0,5e-05,4,"{0: 1.7548387096774194, 1: 1.103448275862069, 2: 7.54}"
marine_system,open-ocean,,,,,,,,,,,,0.5214253143117712,0.8857862227666308,0.4898078529657477,0.5917397660818713,0.8724073429297065,16,0.0,5e-05,2,"{0: 1.7548387096774194, 1: 1.103448275862069, 2: 7.54}"
method_type,,,,,,,0.33880415280009596,0.5112396069538926,0.45309313406487567,0.8288595263749476,0.49996665219788944,0.29504352160443464,,,,,,16,0.0,5e-05,4,-1
method_type,Experimental_exsitu,,,,,,,,,,,,0.4481481481481482,0.9263733558994348,0.7222222222222222,0.3611111111111111,0.9598847626645531,16,0.0,5e-05,4,-1
method_type,Experimental_insitu,,,,,,,,,,,,0.07407407407407407,0.8128880778588808,0.13333333333333333,0.051282051282051266,0.9376284543928309,16,0.0,5e-05,4,"{0: 20.35, 1: 16.08, 2: 12.34375, 3: 10.54054054054054, 4: 4.545454545454546, 5: 3.227722772277228, 6: 3.4479166666666665}"
method_type,Expert_opinion,,,,,,,,,,,,0.0,0.631556373968298,0.0,0.0,0.9245966397010466,16,0.0,1e-05,2,-1
method_type,Method_or_technology_development,,,,,,,,,,,,0.21428571428571427,0.7731315945635343,0.5555555555555555,0.15897435897435896,0.921079991035857,16,0.0,5e-05,4,-1
method_type,Observational,,,,,,,,,,,,0.4330701977760801,0.7462113207057595,0.73989898989899,0.30700483091787434,0.8568417288527953,16,0.0,5e-05,4,-1
method_type,Mathematical_predictionsimulation,,,,,,,,,,,,0.7036601307189542,0.9085478488897843,0.6558558558558558,0.7591397849462366,0.8511032134640594,16,0.0,5e-05,4,-1
method_type,Social_primary,,,,,,,,,,,,0.6058879392212726,0.8942681083788161,0.7709401709401709,0.5131573407435477,0.8610010633592743,32,0.0,5e-05,4,-1
method_type_nested,,,,,,,0.40823255106513084,0.5951772663729186,0.5378690808174458,0.8627415365640193,0.5265003359541175,0.36713924237258433,,,,,,16,0.0,5e-05,4,-1
method_type_nested,method_type.Experimental_exsitu,,,,,,,,,,,,0.5492063492063491,0.9651617472148596,0.638888888888889,0.4861111111111111,0.9558145462535707,16,0.0,5e-05,4,-1
method_type_nested,method_type.Experimental_insitu,,,,,,,,,,,,0.20952380952380953,0.8285534591194968,0.4166666666666667,0.14166666666666666,0.9419714348494836,16,0.0,5e-05,4,"{0: 16.95, 1: 14.608695652173912, 2: 10.580645161290322, 3: 8.702702702702704, 4: 3.723684210526316, 5: 2.59, 6: 2.778947368421053}"
method_type_nested,method_type.Expert_opinion,,,,,,,,,,,,0.28917748917748914,0.8527449700339726,0.6,0.29259259259259257,0.8978727019702629,16,0.0,5e-05,4,"{0: 16.95, 1: 14.608695652173912, 2: 10.580645161290322, 3: 8.702702702702704, 4: 3.723684210526316, 5: 2.59, 6: 2.778947368421053}"
method_type_nested,method_type.Method_or_technology_development,,,,,,,,,,,,0.41562817719680467,0.8037770562770562,0.48412698412698413,0.37762237762237766,0.8868157914011573,16,0.0,5e-05,4,"{0: 16.95, 1: 14.608695652173912, 2: 10.580645161290322, 3: 8.702702702702704, 4: 3.723684210526316, 5: 2.59, 6: 2.778947368421053}"
method_type_nested,method_type.Observational,,,,,,,,,,,,0.46820907764249725,0.8093478401776556,0.6687710437710438,0.40646875810215194,0.8239636709880612,16,0.0,5e-05,4,-1
method_type_nested,method_type.Mathematical_predictionsimulation,,,,,,,,,,,,0.7949367088607594,0.9279563124864975,0.7601953601953602,0.8361111111111111,0.8809832271295686,16,0.0,5e-05,4,-1
method_type_nested,method_type.Social_primary,,,,,,,,,,,,0.698080433374551,0.9230805032213483,0.8676470588235294,0.6011904761904762,0.8683747161795942,16,0.0,5e-05,4,-1
oro_development_stage,,,,,,,0.5323262807621231,0.5723076672825969,0.5680603541464952,0.7261165618476353,0.5948907041375088,0.5259979040015192,,,,,,16,0.0,5e-05,4,-1
oro_development_stage,Design__observeconceptpreliminary_testingside_effects,,,,,,,,,,,,0.6873285132065492,0.5,0.5251994539261517,1.0,0.5251994539261517,16,0.3,1e-05,3,-1
oro_development_stage,Evaluating_future_placementupscaling_potential,,,,,,,,,,,,0.4310254392866509,0.7600112632772408,0.4212962962962963,0.4509157509157509,0.8358244380245566,16,0.0,5e-05,4,-1
oro_development_stage,Implemented_continued_assessment,,,,,,,,,,,,0.5468253968253968,0.7217779414665907,0.6406051360284769,0.5441739914356547,0.6838376012343472,16,0.0,5e-05,4,-1
oro_development_stage_mitigation,,,,,,,0.32264872112816617,0.5316815689486497,0.47350069276021706,0.6311645112363208,0.37772166105499444,0.3090942100746022,,,,,,32,0.0,5e-05,4,-1
oro_development_stage_mitigation,oro_development_stage.Design__observeconceptpreliminary_testingside_effects,,,,,,,,,,,,0.7860265945458643,0.6533802073017759,0.6475971617481051,1.0,0.6475971617481051,16,0.0,1e-05,2,-1
oro_development_stage_mitigation,oro_development_stage.Evaluating_future_placementupscaling_potential,,,,,,,,,,,,0.409313725490196,0.7883658008658009,0.3633958633958634,0.5333333333333333,0.7801743446397534,16,0.0,5e-05,3,"{0: 0.5436893203883495, 1: 5.36, 2: 3.5428571428571427}"
oro_development_stage_mitigation,oro_development_stage.Implemented_continued_assessment,,,,,,,,,,,,0.3054334554334554,0.44807183557183555,0.20519100782258673,0.6097883597883598,0.41981580031894494,16,0.0,5e-05,4,"{0: 0.5436893203883495, 1: 5.36, 2: 3.5428571428571427}"
oro_development_stage_nature,,,,,,,0.28610133512094293,0.4501314116304267,0.35913155528905055,0.6392222064927379,0.3487654320987654,0.3301366843033509,,,,,,16,0.0,5e-05,4,-1
oro_development_stage_nature,oro_development_stage.Design__observeconceptpreliminary_testingside_effects,,,,,,,,,,,,0.5868107926931456,0.7043905168905168,0.6018518518518517,0.6689814814814815,0.5976539589442815,16,0.0,5e-05,4,-1
oro_development_stage_nature,oro_development_stage.Evaluating_future_placementupscaling_potential,,,,,,,,,,,,0.2450980392156862,0.5780578117534639,0.4619047619047619,0.3,0.7145650048875855,16,0.0,5e-05,4,"{0: 1.0434782608695652, 1: 4.529411764705882, 2: 1.5405405405405406}"
oro_development_stage_nature,oro_development_stage.Implemented_continued_assessment,,,,,,,,,,,,0.27149321266968324,0.6690811670884135,0.4444444444444444,0.3214285714285714,0.575724991854024,16,0.0,5e-05,4,-1
oro_development_stage_societal,,,,,,,0.36449893982522147,0.5305970809376381,0.4695213439635057,0.6514513709019186,0.4773185833425862,0.3787655336674944,,,,,,16,0.0,5e-05,4,-1
oro_development_stage_societal,oro_development_stage.Design__observeconceptpreliminary_testingside_effects,,,,,,,,,,,,0.35005291005291,0.5841757448900305,0.5198257080610021,0.27189477189477185,0.5838350665936872,16,0.0,5e-05,4,-1
oro_development_stage_societal,oro_development_stage.Evaluating_future_placementupscaling_potential,,,,,,,,,,,,0.31698905383115905,0.705997496068418,0.3084428514536041,0.5831649831649832,0.6886892688109727,16,0.0,5e-05,4,"{0: 1.3625, 1: 6.56, 2: 0.9894736842105263}"
oro_development_stage_societal,oro_development_stage.Implemented_continued_assessment,,,,,,,,,,,,0.676777242756088,0.6249926368143913,0.5787967086334231,0.8273647920706745,0.6078216727303948,16,0.0,5e-05,4,-1
scientific_discipline,,,,,,,0.424032350520453,0.6288323579990247,0.5611318896050702,0.851335872282716,0.45426998106800526,0.4383007066426976,,,,,,16,0.0,5e-05,4,-1
scientific_discipline,Chemistry,,,,,,,,,,,,0.7166666666666668,0.96309064539152,0.6602443609022557,0.7869674185463659,0.9321586541796014,32,0.0,5e-05,3,"{0: 8.085106382978724, 1: 10.236842105263158, 2: 2.9537037037037037, 3: 10.54054054054054, 4: 3.402061855670103, 5: 6.362068965517241, 6: 9.948717948717949, 7: 19.333333333333332, 8: 2.388888888888889, 9: 1.8657718120805369}"
scientific_discipline,Biogeochemistry,,,,,,,,,,,,0.6498924731182796,0.9490055089532475,0.5816798941798942,0.7387612387612389,0.9300232224282023,32,0.0,5e-05,3,"{0: 8.085106382978724, 1: 10.236842105263158, 2: 2.9537037037037037, 3: 10.54054054054054, 4: 3.402061855670103, 5: 6.362068965517241, 6: 9.948717948717949, 7: 19.333333333333332, 8: 2.388888888888889, 9: 1.8657718120805369}"
scientific_discipline,Biology,,,,,,,,,,,,0.7171659611418648,0.8918938389457258,0.6604541206223541,0.7864078364078364,0.8433989995151974,32,0.0,5e-05,4,-1
scientific_discipline,Economics,,,,,,,,,,,,0.17460317460317457,0.8088233063123824,0.3,0.14898989898989898,0.9081778288022937,16,0.0,5e-05,4,"{0: 8.085106382978724, 1: 10.236842105263158, 2: 2.9537037037037037, 3: 10.54054054054054, 4: 3.402061855670103, 5: 6.362068965517241, 6: 9.948717948717949, 7: 19.333333333333332, 8: 2.388888888888889, 9: 1.8657718120805369}"
scientific_discipline,Engineering,,,,,,,,,,,,0.7542980061222803,0.9317406664452165,0.7521241830065359,0.7591520387219312,0.8933256517737118,16,0.0,5e-05,4,-1
scientific_discipline,Physical_science,,,,,,,,,,,,0.0,0.5684647182891168,0.0,0.0,0.8624380447712244,16,0.0,1e-05,2,-1
scientific_discipline,Political_science,,,,,,,,,,,,0.36746031746031743,0.8478422619047619,0.38257575757575757,0.3846153846153846,0.8815917557765921,16,0.0,5e-05,4,"{0: 8.085106382978724, 1: 10.236842105263158, 2: 2.9537037037037037, 3: 10.54054054054054, 4: 3.402061855670103, 5: 6.362068965517241, 6: 9.948717948717949, 7: 19.333333333333332, 8: 2.388888888888889, 9: 1.8657718120805369}"
